event_key,name,active,event_start,event_end,event_type,event_subtype,seats,description,speakers,moderators,artists,sponsors,exhibitors,volunteers,venue,address,media_url,company,audience,subject,geo_area,tags,host_org,rsvp_url,surveys
31,Maple Sap as a Functional Beverage,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Andrew Martel  ,,,,,,Cross Insurance Center,,,705,,,,,,,y
37,Using Green Crab Meal to Produce Nutritious Canine Treats,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Anna Smestad  ,,,,,,Cross Insurance Center,,,706,,,,"Nutrition, green crabs, dog treats",,,y
56,Enzymatic Extraction of Phycobiliproteins from Dulse (Palmaria palmata).,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Avinash Singh Patel  Balunkeswar Nayak,,,,,,Cross Insurance Center,,,707,,,,"Enzymatic Extraction, Phycobiliproteins and Dulse (Palmaria palmata).",,,y
63,Antioxidant and Antihyperglycemic Potential of Green Crab Hydrolysates Produced with Commercial Proteases,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Bouhee Kang  ,,,,,,Cross Insurance Center,,,708,,,,"Green crab, Hydrolysis, Health benefits",,,y
65,Morphological Characterization via Light and Electron Microscopy of Atlantic Jackknife Clam (Ensis directus) Hemocytes,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Brian Preziosi  ,,,,,,Cross Insurance Center,,,709,,,,"razor clams, hemocytes, transmission electron microscopy",,,y
66,"Uncovering the Sources of Bacterial Contamination in the Kennebunk River, Maine",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Brianna DeGone  ,,,,,,Cross Insurance Center,,,710,,,,"bioengineering, water quality, NOAA ",,,y
75,Detecting and Characterizing a Tick-Borne Pathogen in Maine's Moose Population,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Caroline Dickson  ,,,,,,Cross Insurance Center,,,711,,,,"wildlife ecology, genetics, disease",,,y
84,Seaweed Extracts for Use in Reduced Sodium Foods,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Charlie Giammarco  ,,,,,,Cross Insurance Center,,,712,,,,"food, seaweed, umami",,,y
92,Twenty-Five Years of Change in Spruce Grouse Occupancy at Their Southern Range Margin,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Christopher Gilbert  ,,,,,,Cross Insurance Center,,,713,,,,"spruce grouse, occupancy",,,y
96,Population Models on Continuous-valued Heterogeneous Landscapes,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Cole Butler  ,,,,,,Cross Insurance Center,,,714,,,,"Population modeling, heterogeneous landscapes, theoretical biology",,,y
112,IOS AAC Applications in Nonverbal Children: The Efficacy of Expressive Language,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Deirdre Leighton  Kelly Desjardins Laura Theriault Emily Hebert Lila Ohland,,,,,,Cross Insurance Center,,,715,,,,"Speech Pathology, Communication Science, Speech Therapy ",,,y
113,Interview Questions to Determine Business and Resource Issues Facing Maple Syrup Producers and Beekeepers in the State of Maine,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Desiree Labbe  Sarah Doak Emily Gorney Kaj Overturf,,,,,,Cross Insurance Center,,,716,,,,"beekeeping, maple syrup production, sustainability",,,y
116,The Survival of Listeria monocytogenes and Enterohemorrhagic Escherichia coli strains during the Aging of Farmstead Cheese,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Dhafer Alshaibani  ,,,,,,Cross Insurance Center,,,717,,,,"Survival, Pathogens, Aging of Cheese",,,y
134,Ethical Considerations with Regard to Deep Brain Stimulation for Treating Individuals with Parkinson’s Disease,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Emily Stauble  Amy de Silva Alexandra Morris Hannah Sherman Elizabeth Natsios,,,,,,Cross Insurance Center,,,718,,,,"Ethics, Parkinson's Disease, Deep Brain Stimulation",,,y
135,Novel Gordonia Phage Neville,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Emma Bragdon  Dakota Archambault Katharynne Hebert Hector Orellana Heather Sterchele Isabelle Stevens,,,,,,Cross Insurance Center,,,719,,,,"phage, genome annotation",,,y
137,The Viral Gene Expression Profile of Prophage BPs in Pathogenic Mycobacterium chelonae During Lysogenic Infection,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Emma Freeman  ,,,,,,Cross Insurance Center,,,720,,,,"Bacteriophage, Pathogens, RNA seq",,,y
145,"Calibrating Ice Core and Weather Station Records to Analyze Atmospheric Variability in the St. Elias, Yukon, Canada",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Erin McConnell  ,,,,,,Cross Insurance Center,,,721,,,,"climate, meteorology, atmosphere ",,,y
147,"Environmental Impacts on Loggerhead Sea Turtle Nesting on Edisto Island, SC",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Faythe Goins  ,,,,,,Cross Insurance Center,,,722,,,,"marine sciences, sea turtles, climate change",,,y
176,Suitability of substrate inhabited by black soldier flies to green bottle flies,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Jason Rose  ,,,,,,Cross Insurance Center,,,723,,,,"biology, entomology, black soldier fly",,,y
180,Glacier Bay National Park and Preserve Corals: Comparative Reproduction between Deep and Shallow Red Tree Corals,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Jennifer Field  ,,,,,,Cross Insurance Center,,,724,,,,"Marine Science, Coral, Reproduction ",,,y
207,"Investigating the Relationship of Mass Stranding Events and Genetic Relatedness in the Atlantic White-Sided Dolphin, Lagenorhynchus acutus",Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Kai La Spina  Kristina Cammen,,,,,,Cross Insurance Center,,,725,,,,"marine sciences, population genetics, marine mammals",,,y
211,Personality in Small Mammals: From Home-Range Size to Seed Predation,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Kara Aiken  ,,,,,,Cross Insurance Center,,,726,,,,"Animal personality, home range, seed predation",,,y
370,Insect Communities of Orono Bog and Bangor City Forest,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,William Aman  ,,,,,,Cross Insurance Center,,,727,,,,"Entomology, Ecology, Peat Bog",,,y
215,"Surface Velocity Structure of Jarvis Glacier, Alaska",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Kate Hruby  ,,,,,,Cross Insurance Center,,,728,,,,"glaciers, ice dynamics, flow",,,y
218,Investigating Causes of Hypothyroidism in Maine Moose,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Katelynn Cayer  ,,,,,,Cross Insurance Center,,,729,,,,"Wildlife science, moose, Hypothyroidism ",,,y
233,The Effect of Embryonic Arsenic Exposure on the Sensorimotor Behavior of Zebrafish (Danio rerio),Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Laura Paye  ,,,,,,Cross Insurance Center,,,730,,,,"marine sciences, toxicology, zebrafish",,,y
243,"Thermal Tolerance of an Aquaculture Crop, Alaria esculenta",Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Margaret R. Aydlett  ,,,,,,Cross Insurance Center,,,731,,,,"marine biology, aquaculture, algal physiology ",,,y
249,Effects of Processing Parameters on Bioactive Compounds in Maine Seaweeds,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Matthew Clark  ,,,,,,Cross Insurance Center,,,732,,,,"seaweed, extraction, polyphenols",,,y
263,A Histological Assessment of the Effects of Nitrogen and Temperature Enrichment on the Symbiodinium of Palythoa toxica,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Molly Westbrook  ,,,,,,Cross Insurance Center,,,733,,,,"coral reefs, coral bleaching, marine sciences",,,y
271,Mapping the Genome of Mycobacteriophage Acolyte,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Nicholas Leclerc  Issiah Casiano Taylor Charron Katelyn Hustus Carolyn Mains,,,,,,Cross Insurance Center,,,734,,,,,,,y
280,Determining the Optimal Drying Method for Maine Sugar Kelp (Saccharina latissima),Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Owen Mulrey  ,,,,,,Cross Insurance Center,,,735,,,,"Drying, Kelp, Physico-chemical",,,y
298,Temporal and Chemical Effects on the Microbial Community and Sulfide Oxidation Potential in a Naturally Acidic Maine Stream,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Raymond C Kahler III  ,,,,,,Cross Insurance Center,,,736,,,,"biogeochemistry, ",,,y
299,Reducing the Risk of Contracting Shingles,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Rebecca Romich  LJ Vertullo Josie Heath Mikayla Mayberry,,,,,,Cross Insurance Center,,,737,,,,"Vaccines, Shingles, Nursing ",,,y
332,The Effects of the Hemlock Woolly Adelgid on Abundance and Nymphal Infection Prevalence of Black-legged Ticks in Maine,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Spencer DeBrock  ,,,,,,Cross Insurance Center,,,738,,,,"Ecology, Epidemiology, Ticks",,,y
334,Application of an In Vitro Digestion Model to Analyze the Bioavailability and Digestibility of Metal Oxide Nanoparticles in Food,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Stacie Poulin  ,,,,,,Cross Insurance Center,,,739,,,,"nanotechnology, food science, nutrition",,,y
337,Determination of Suitable Synthetic Seawater for Ocean Acidification Experiments with marine Bivalves (Mytilus edulis),Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Stephanie Anderson  ,,,,,,Cross Insurance Center,,,740,,,,"Synthetic seawater mixes, ocean acidification, blue mussels",,,y
340,Patterns of Infection and Disease Transmission of an Oncogenic Virus in Maine's Wild Turkey Population,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Stephanie Shea  Erik Blomberg Pauline Kamath,,,,,,Cross Insurance Center,,,741,,,,"wild turkeys, lymphoproliferative disease virus, disease ecology",,,y
345,Effects of Low Salt Concentration on the Microbiological and Physicochemical Properties of Spontaneously Fermented Cabbage,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Surbhi Khanna  ,,,,,,Cross Insurance Center,,,742,,,,"Sauerkraut, Low-salt, Fermentation",,,y
347,"Deer Tick Phenology and Warming Climate in Maine, USA",Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Susan Elias  ,,,,,,Cross Insurance Center,,,743,,,,"climate change, deer ticks, Lyme disease",,,y
354,Sensory Integration Therapy in Individuals with Autism and the Incorporation of Speech-Language Pathology,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Taylor Lanham  Alicia Girardin Jenny Woodbury Erica Ogden Jo-Ellen Loring Jamieson,,,,,,Cross Insurance Center,,,744,,,,"Sensory integration therapy, autism, communication",,,y
357,EXPLORING VARIATION IN UPPER LIMITS OF THE THERMO NEUTRAL ZONE: A TEST USING LABORATORY MICE,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Teumbo Ngunte  ,,,,,,Cross Insurance Center,,,745,,,,"Physiology, Energy cost, Temperature ",,,y
359,Temporal and Spatial Variability of Oxygen Levels in Upwelled Waters Along the Southern California Coast,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Natural Sciences (except biomedical),,,Todd X. Thoman  ,,,,,,Cross Insurance Center,,,746,,,,"Upwelling, California, Marine Sciences",,,y
368,Optimization by Response Surface Methodology of Phenolic Compounds Extraction From Chaga (​Inonotus Obliquus)​ Using Accelerated Solvent Extraction,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Natural Sciences (except biomedical),,,Weaam Alhallaf  ,,,,,,Cross Insurance Center,,,747,,,,"chaga, response surface methodology, phenolic",,,y
1,"New Insights of the Southern Hemisphere Westerly Winds over the last 10,000 years",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Aaron Chesler  Bess Koffman Erich Osterberg Dominic Winski,,,,,,Cross Insurance Center,,,748,Room 5,,,"Climate, Ice Cores, Atmosphere",,,y
22,"Assessing the Economics of Maine’s Coastal Tourism Development: The Ecosystem Services of Schoodic Peninsula, Acadia National Park",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Alyson East  ,,,,,,Cross Insurance Center,,,749,Room 5,,,"Ecosystem Services, biodiversity, edge effect",,,y
29,Evaluating a Doppler Radar Monitor for Assessing Bee Colony Health,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Natural Sciences (except biomedical),,,Ana Eliza Souza Cunha  ,,,,,,Cross Insurance Center,,,750,Room 5,,,,,,y
76,"Construction of an Accessible Ocean-Acidification Simulator to Investigate Physiological Responses of the Green Crab, Carcinus maenas, to Acidified Conditions",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Caroline Spangenberg  ,,,,,,Cross Insurance Center,,,751,Room 5,,,marine sciences,,,y
87,Detection of Mucociliary Clearance with Bi-Chromal Microspheres,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Natural Sciences (except biomedical),,,Chelsie Oldfield  ,,,,,,Cross Insurance Center,,,752,Room 5,,,"animal science, infertility in mares, bi-chromal microspheres",,,y
94,"Assessing the Influence of Rifting on the Lateral Boundary of Ross Ice Shelf, Antarctica",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Clara Deck  ,,,,,,Cross Insurance Center,,,753,Room 5,,,"Antarctica, ice shelves, numerical modeling",,,y
118,Consumer Acceptability of Sous-vide Processed Lobster Tails and Sea Scallops,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Natural Sciences (except biomedical),,,Dhriti Nayyar  ,,,,,,Cross Insurance Center,,,754,Room 5,,,"sous-vide, scallops, lobsters",,,y
119,In vitro screening of technical lignins for their antifungal activity against three molds and one yeast isolated from spoiled forage,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Diana Reyes  ,,,,,,Cross Insurance Center,,,755,Room 5,,,"Fungi, Spoilage, Technical Lignins",,,y
172,Whole Adipose Depot Imaging of Neuronal Innervation Reveals Plasticity and Neuropathy,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Natural Sciences (except biomedical),,,Jake Willows  ,,,,,,Cross Insurance Center,,,756,Room 5,,,"Adipose, Neuropathy, Plasticity",,,y
189,The Influence of Drought on Potential Insect Vectors and the Transmission of Potato Blackleg Disease.,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Jonas K. Insinga  ,,,,,,Cross Insurance Center,,,757,Room 5,,,"blackleg,Dickeya,aphids",,,y
199,"Cold Tolerance of Black Soldier Flies, Hermetia illucens During Immature Life Stages",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Natural Sciences (except biomedical),,,Joshua Villazana  ,,,,,,Cross Insurance Center,,,758,Room 5,,,"entomology, black soldier fly, invasive species",,,y
289,Combined effects of seasonal variation and drying methods on the physico-chemical properties and antioxidant activity of sugar kelp (Saccharina latissima),Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Natural Sciences (except biomedical),,,Praveen Sapapti  Balunkeswar Nayak Owen Mulrey Peter VanWalsum,,,,,,Cross Insurance Center,,,759,Room 5,,,"Seaweed, Drying, bioactive compunds",,,y
315,"Physicochemical Properties of High Pressure Processed, Sous Vide Cooked Lobster Tails",Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Natural Sciences (except biomedical),,,Sami Humaid  ,,,,,,Cross Insurance Center,,,760,Room 5,,,"HPP, Sous-vide, Lobster",,,y
10,Robust Water Soluble Gold-Carbon Nanoparticles as a Catalyst for the Reduction of 4-Nitrophenol,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Ahmad Ahmad  ,,,,,,Cross Insurance Center,,,761,,,,"Nanoscience, Gold, 4-nitrophenol",,,y
53,Applying Soil Health Principles to Climate Change Adaptation of Senegalese Agriculture,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Audrey Garcia  ,,,,,,Cross Insurance Center,,,762,,,,"Climate, Senegal, Agriculture",,,y
95,Synthesis of a Halo-tag Ligand; for Targeted Genetic Studies of Neurochemical Receptors,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Cody Gigac  ,,,,,,Cross Insurance Center,,,763,,,,"Optogenetics, Halo-Tag, Photoswitch",,,y
117,Synthesis and Reactivity of Gold (I) Tetrathiomolybdate Complexes,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Dhirgam Humaidy  ,,,,,,Cross Insurance Center,,,764,,,,"Gold(I)-Tetrathiomolybdate complexes, Biological activity of incorganic complexes",,,y
170,Prevalence and Distribution of Lymphoproliferative Disease Virus in Wild Turkeys of Central Maine,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Jaime Boulos  ,,,,,,Cross Insurance Center,,,765,,,,"wildlife, genetics, disease",,,y
291,Ocean Climate Change in the East Coast North American LME’s; Observing Projected SST Change Using CMIP5 Model Data.,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Quinn Carey  ,,,,,,Cross Insurance Center,,,766,,,,"Climate change, marine science, oceanography ",,,y
297,Prey Availability and Diet of Sturgeon in the Gulf of Maine,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Rachel Howland  ,,,,,,Cross Insurance Center,,,767,,,,"marine sciences, prey, sturgeon",,,y
306,Photocatalytic Gas-to-Liquid Processing,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Ryan C. Warner  ,,,,,,Cross Insurance Center,,,768,,,,"Chemistry, Photocatalysis, Energy Security",,,y
314,"Evaluating Morphometric Techniques to Determine Sex of Shortnose Sturgeon in the Penobscot River, Maine",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Samantha Nadeau  ,,,,,,Cross Insurance Center,,,769,,,,"Marine sciences, morphometrics, Shortnose Sturgeon",,,y
350,Alternative Aging Methods for Atlantic Sturgeon: Research to Improve Management of a Pre-Historic Natural Resource,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Tarren Giberti  ,,,,,,Cross Insurance Center,,,770,,,,"marine sciences, sturgeon, aging",,,y
363,Abundance of Spiny-Headed Worms in Green Crabs,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Natural Sciences (except biomedical),,,Tyler Van Kirk  ,,,,,,Cross Insurance Center,,,771,,,,"green crab, parasite, invasive species",,,y
2,Development of Optical Memory Based Systems using Mixed Copper(I) and Silver(I) Organic Frameworks for Applications in Deep Space Information Technologies.,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Aaron D. Nicholas  ,,,,,,Cross Insurance Center,,,801,,,,"Luminescence, Photoelectric, Organometallic",,,y
17,Shelf Life Study for Refrigeration-Stable Salted Alaria esculenta,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Alison Brodt  ,,,,,,Cross Insurance Center,,,802,,,,"Seaweed, food science, Maine",,,y
36,Polyphenol Oxidase and Total Phenolic Content in Honeycrisp Apples Afflicted with Soggy Breakdown,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Angus Koller  ,,,,,,Cross Insurance Center,,,803,,,,"analytical chemistry, apple polyphenol oxidase, soggy breakdown ",,,y
86,Mechanism Determination and Reaction Order Experiments for the Synthesis of 5-Hydroxymethylfurfural from Glucose Using a Tungsten Oxide Catalyst,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Physical Sciences,,,chayton boucher  ,,,,,,Cross Insurance Center,,,804,,,,"bio fuels, catalysis, tungsten oxide",,,y
138,Synthesis of Copper-doped Bismuth Oxyhalide for Photocatalysis of Harmful Herbicides,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Emma Lueders  ,,,,,,Cross Insurance Center,,,805,,,,"Photodegregation, Cu (II), Atrazine ",,,y
148,Microfabrication Design of Heterometallic Nanoparticles Based Sensors for Hostile Chemical Environments,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Francis Barnes  ,,,,,,Cross Insurance Center,,,806,,,,chemistry,,,y
162,Perceptual Parameters and Design Guidelines for rendering Graphical materials on Touchscreen devices to support Blind and Visually-Impaired Users,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Physical Sciences,,,Hari Prasath Palani  ,,,,,,Cross Insurance Center,,,807,,,,"Touchscreen parameters, haptics, assistive technology",,,y
223,Investigation of Hexagonal Tungsten Oxide Synthesis,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Kevin Dietz  Colin Whitton Spencer Martell Chayton Boucher Benjamin Walden Akbar Mahdavi,,,,,,Cross Insurance Center,,,808,,,,"Chemistry, Synthesis, Biofuels",,,y
244,Understanding Ocean Forcing of Polar Glacier Change Using Remotely-Sensed Iceberg Melt Data,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Mariama Dryak  ,,,,,,Cross Insurance Center,,,809,,,,"glaciology, climate change, oceanography",,,y
248,Synthesis and Characterization of Copper-doped Bismuth Oxyhalides for use in Photocatalysis of Harmful Organic Pollutants,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Matthew A. Moyet  ,,,,,,Cross Insurance Center,,,810,,,,"BiOCl, Photocatalysis, Atrazine",,,y
283,X-ray Diffraction Analysis of Atomic Scale Defects in Piezoelectric Langasite (La3Ga5SiO14) Crystals,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Physical Sciences,,,Paul Caruso  ,,,,,,Cross Insurance Center,,,811,,,,"XRD, materials science, crystallography",,,y
290,Sensing Storm Surge in a Coastal Maine Estuary,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Preston Spicer  ,,,,,,Cross Insurance Center,,,812,,,,,,,y
302,Structure Characteristics and Ice Crystal Orientation in the Lateral Margins of Jarvis Glacier,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Physical Sciences,,,Renée Clavette  ,,,,,,Cross Insurance Center,,,813,,,,"Earth sciences, glaciology",,,y
333,Characterization of Acid Sites in Biofuel Catalysts,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Physical Sciences,,,Spencer Martell  ,,,,,,Cross Insurance Center,,,814,,,,"Catalysis, Tungsten Oxide",,,y
356,Synthesis of Hydrogels Containing Quaternary Amine Polymers,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Physical Sciences,,,Tessali Morrison  ,,,,,,Cross Insurance Center,,,815,,,,"Hydrogel, Polymer, Biofouling",,,y
106,Detection of Hazard Chemicals using Novel Mixed Copper-Silver Nanoparticles. Applications of Vapochromic Sensing Behavior.,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Physical Sciences,,,Daniel R. Adams  ,,,,,,Cross Insurance Center,,,816,Room 7,,,"Luminescence, Sensors, Nanosystems",,,y
225,Developing a risk assessment protocol to quantify organochlorine pollutants released from glaciers,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Physical Sciences,,,Kimberley Rain Miner  ,,,,,,Cross Insurance Center,,,817,Room 7,,,,,,y
266,Wet Stable and Mechanically Robust Cellulose Nanofibrils (CNF) Based Aerogel,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Physical Sciences,,,Muhammad R Hossen  ,,,,,,Cross Insurance Center,,,818,Room 7,,,"Cellulose Nanofibrils, Aerogel, Crosslinking",,,y
300,"Synthesis, Structure, and Photophysical Investigation of Copper (I) Dicyanide - Tetramethylammonium Networks",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Physical Sciences,,,Rebeka Bullard  ,,,,,,Cross Insurance Center,,,819,Room 7,,,"Luminescence, metal-organic-framework, LEDs",,,y
309,The Spider Cell: An Open-Source Cell for Spectroelectrochemistry of Ellman’s Reagent,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Physical Sciences,,,S. Max Bessey  ,,,,,,Cross Insurance Center,,,820,Room 7,,,"Electrochemistry, UV-Vis Spectroscopy, Prototyping",,,y
310,Robust Magnetic Photocatalyst for Removal of Organic Pollutants from Drinking Water,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Physical Sciences,,,Sabrina Sultana  ,,,,,,Cross Insurance Center,,,821,Room 7,,,"Photocatalyst, Water treatment, TiO2",,,y
316,The Cross-Section Measurement of Charge Current Quasi-Elastic Neutral Hyperons in ArgoNeuT,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Physical Sciences,,,Samuel Borer  ,,,,,,Cross Insurance Center,,,822,Room 7,,,"High Energy Physics, Particle Physics, Neutrino Physics",,,y
342,"Estimating spatial variability of englacial ice structure of the Jarvis Glacier, eastern Alaska Range",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Physical Sciences,,,Steven Bernsen  ,,,,,,Cross Insurance Center,,,823,Room 7,,,"science, applied physics, applied math",,,y
369,What Causes Glaciers to Destabilize?,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Physical Sciences,,,Will Kochtitzky  ,,,,,,Cross Insurance Center,,,824,Room 7,,,"Glaciology, GIS, Natural Hazards",,,y
